"FarmID","CowID","TX_nr","Sex","Age","haircoat_colour","DateCollected","Season","pregnancy_status","TrypAdmin","Tryp1","Tryp2","Brand","Brand1","Brand2","other_brand","expiry_date","RouteOfAdmin","storage_conditions","Reason_for_treatment","ISM_DoseTypeSachet","ISM_Sachets_Used","ISM_dilution","CompetentAdmin","DZ_Sachets_Used","DZ_dilution","HM_tabs_used","HM_dilution","Girth_length","Body_condition","Abnormalities","Symptoms","presumed_diagnosis","PCV_TX","microscopy_TX","Distance","Herd_size","weight_kg","dose_mg_1","dose_mg_2","dosage_mg_kg_1","dosage_mg_kg_2","dose_description1","dose_description2","dose_description_prophylaxis","dose_description_combined","route_appropriate","adequate_admin","adequate_admin_p","PCR_TX_results","Brucei_TX","Congolense_TX","Vivax_TX","FU1_date","PCR_FU1_results","Brucei_FU1","Congolense_FU1","Vivax_FU1","FU2_date","PCR_FU2_results","Brucei_FU2","Congolense_FU2","Vivax_FU2","FU3_date","PCR_FU3_results","Brucei_FU3","Congolense_FU3","Vivax_FU3","FU4_date","PCR_FU4_results","Brucei_FU4","Congolense_FU4","Vivax_FU4","infected_TX","curative_action","prophylactic_action"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1712","1","F","7","red/brown/tan","04/04/2022","Long rains","0","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/07/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"152","2.5","yes","rough hair coat","tryps","34","no","2267","110","260.3178627","1050",NA,"4.033530351",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","1","0","11/04/2022","1","0","1","0","04/05/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1713","1","F","5","red/brown/tan","14/09/2021","Short rains","0","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/03/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","boiled water",NA,NA,"138","2.5","no","no symptoms","healthy","27","no","2267","110","195.941793","1050",NA,"5.358734266",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","21/09/2021","0","0","0","0","12/10/2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1713","2","F","5","red/brown/tan","04/04/2022","Long rains","0","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/07/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"142","2.5","no","no symptoms","healthy","30","no","2267","110","212.9729868","1050",NA,"4.930202726",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","11/04/2022","0","0","0","0","04/05/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1714","1","F","6","red/brown/tan","14/09/2021","Short rains","0","homidium","homidium",NA,"HM","HM",NA,NA,"15/11/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner",NA,NA,"1","boiled water","140","2","no","no symptoms","healthy","27","no","2267","110","204.3264566","250",NA,"1.223532205",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","1","0","21/09/2021","0","0","0","0","12/10/2021","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","failure",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1714","2","F","6","red/brown/tan","04/04/2022","Long rains","1","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/07/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"148","3.5","no","no symptoms","healthy","36","no","2267","110","240.5361822","1050",NA,"4.365247633",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","11/04/2022","0","0","0","0","04/05/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1718","1","M","4","red/brown/tan","14/09/2021","Short rains","0","homidium","homidium",NA,"HM","HM",NA,NA,"15/11/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner",NA,NA,"2","bottled water","172","3","no","no symptoms","healthy","19","yes","2267","110","377.752263","500",NA,"1.323618808",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","1","0","21/09/2021","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1721","1","F","3","red/brown/tan","14/09/2021","Short rains","0","homidium","homidium",NA,"HM","HM",NA,NA,"15/11/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner",NA,NA,"1","boiled water","138","2","no","no symptoms","healthy","26","no","2267","110","195.941793","250",NA,"1.275889111",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","21/09/2021","1","0","1","0","12/10/2021","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","uncertain",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1722","1","M","2","red/brown/tan","04/04/2022","Long rains","0","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/07/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"144","2.5","no","no symptoms","healthy","36","no","2267","110","221.886601","1050",NA,"4.73214694",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","11/04/2022","0","0","0","0","04/05/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1723","1","F","3","red/brown/tan","14/09/2021","Short rains","0","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/03/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","boiled water",NA,NA,"134","2","no","no symptoms","healthy","28","no","2267","110","179.9374273","1050",NA,"5.835361857",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","21/09/2021","0","0","0","0","12/10/2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1723","2","F","3","red/brown/tan","04/04/2022","Long rains","1","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/07/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"146","2.5","yes","rough hair coat","tryps","30","no","2267","110","231.0725629","1050",NA,"4.544027153",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","11/04/2022","0","0","0","0","04/05/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1742","1","F","1.5","red/brown/tan","14/09/2021","Short rains","0","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/03/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","boiled water",NA,NA,"118","2","yes","rough hair coat pale mucous membare","tryps","23","yes","2267","110","125.3832239","1050",NA,"8.374326066",NA,"overdose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","0","1","21/09/2021","0","0","0","0","12/10/2021","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1743","1","F","8","red/brown/tan","14/09/2021","Short rains","0","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/03/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"no the medication was not delivered in a competent manner","1","boiled water",NA,NA,"140","2.5","no","no symptoms","healthy","29","no","2267","110","204.3264566","1050",NA,"5.138835261",NA,"adequate dose",NA,NA,"therapeutic dose","correct","NO","NO","0","0","0","0","21/09/2021","0","0","0","0","12/10/2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1743","2","F","8","red/brown/tan","04/04/2022","Long rains","1","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/07/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"156","3.5","yes","diarrhea","tryps","37","no","2267","110","281.2750403","1050",NA,"3.733000977",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","11/04/2022","1","1","0","0","04/05/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","1783","1","F","3","white","01/12/2021","Short rains","0","diminazine","diminazine",NA,"DA-A","DA-A",NA,NA,"15/04/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"136","2","yes","rough hair coat","tryps","30","no","3134","204","187.8138248","1050",NA,"5.590642762",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","07/12/2021","0","0","0","0","14/12/2021",NA,NA,NA,NA,"03/01/2022",NA,"0","0","0",NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","1785","1","M","2","red/brown/tan","03/11/2021","Short rains","0","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/07/2023","intravenously","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","boiled water",NA,NA,"150","2.5","no","no symptoms","healthy","33","no","3134","204","250.2828149","1050",NA,"4.195254079",NA,"adequate dose",NA,NA,"therapeutic dose","incorrect","NO","NO","0","0","0","0","11/11/2021","0","0","0","0","01/12/2021","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","1788","1","F","5","red/brown/tan","25/03/2022","Long rains","0","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/01/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"150","2.5","no","no symptoms","healthy","28","no","3134","204","250.2828149","1050",NA,"4.195254079",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","30/03/2022","0","0","0","0","22/04/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","1790","1","F","3.5","white","01/12/2021","Short rains","1","diminazine","diminazine",NA,"DA-A","DA-A",NA,NA,"15/04/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"140","2.5","yes","diarrhea","tryps","32","no","3134","204","204.3264566","1050",NA,"5.138835261",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","07/12/2021","0","0","0","0","29/12/2021","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","1790","2","F","3.5","white","25/03/2022","Long rains","0","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/01/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"140","2.5","no","no symptoms","healthy","35","no","3134","204","204.3264566","1050",NA,"5.138835261",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","30/03/2022","0","0","0","0","22/04/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
